Title,Rating,votings,Duration,voting_counts
1074. Book of Monsters,4.7,49,1h 24m,2400.0
1075. Dead Meat,4.7,49,1h 20m,2400.0
1076. Unicorn Wars,6.9,49,1h 32m,2700.0
1077. Project A 2,7.0,49,1h 41m,12000.0
1078. Supercop 2,6.1,49,1h 44m,4600.0
1079. OSS 117: From Africa with Love,5.8,49,1h 57m,6300.0
1080. Varisu,5.9,49,2h 49m,40000.0
1081. My Fathers' Daughter,6.6,49,1h 18m,71.0
1082. No Time to Spy: A Loud House Movie,6.4,49,1h 21m,440.0
1084. Kisi Ka Bhai Kisi Ki Jaan,4.0,49,2h 25m,41000.0
1085. The Birth of Kitaro: Mystery of GeGeGe,7.2,49,1h 44m,505.0
1086. Those Daring Young Men in Their Jaunty Jalopies,6.1,49,2h 2m,2600.0
1087. Beretta's Island,2.7,49,1h 37m,591.0
1088. Chhota Bheem aur Krishna: Mayanagari,7.4,49,1h 6m,306.0
1089. God of Gamblers,7.2,49,2h 6m,6800.0
1091. Confidential Assignment 2: International,6.6,49,2h 9m,2400.0
1092. Shank,3.9,49,1h 30m,4300.0
1093. Interstelar 2: Operation Terra 2040,1.4,49,49m,280.0
1094. Revolutionary Girl Utena: The Movie,7.2,49,1h 40m,1900.0
1095. Big Bad Mama II,4.7,49,1h 23m,1100.0
1096. Paper Soldiers,5.4,49,1h 28m,1500.0
1097. The Crimson Pirate,7.1,49,1h 45m,7200.0
1098. Man of the East,6.5,49,2h 3m,3400.0
1099. The Hooligan Factory,4.8,49,1h 30m,2300.0
1100. No. 1 of the Secret Service,4.6,49,1h 31m,280.0
1101. He-Man and She-Ra: The Secret of the Sword,7.2,49,1h 40m,3400.0
1102. Miracles: The Canton Godfather,6.9,49,2h 19m,5700.0
1103. Crazy Mama,5.4,49,1h 20m,1100.0
1104. Cat Run 2,4.3,49,1h 36m,1500.0
1105. Chill Factor,5.2,49,1h 42m,10000.0
1106. Zombie Tidal Wave,3.7,49,1h 26m,1500.0
1107. Big Ass Spider!,5.3,49,1h 20m,8000.0
1108. Confidential Assignment,6.7,49,2h 4m,4900.0
1109. Tell It Like a Woman,3.8,49,1h 52m,892.0
1110. Deewana,6.7,49,3h 5m,7700.0
1111. Greased Lightning,6.4,49,1h 36m,2100.0
1112. A Chinese Odyssey: Part 2 - Cinderella,7.8,49,1h 38m,9000.0
1113. Gun Shy,4.1,49,1h 32m,3400.0
1114. Quad X: The Porn Movie Massacre,4.4,49,1h 29m,115.0
1115. Justice High,6.1,49,1h 52m,357.0
1116. Roadhouse 66,5.4,49,1h 30m,1100.0
1117. Are You Being Served?,6.1,49,1h 35m,3100.0
1118. Eega,7.7,49,2h 25m,29000.0
1119. Bloodstone,4.6,49,1h 31m,1900.0
1120. Enter the Fat Dragon,5.7,49,1h 36m,2300.0
1121. Dead Leaves,7.1,49,55m,4700.0
1122. Kick,6.0,49,2h 26m,74000.0
1123. Prison-a-Go-Go!,3.7,49,1h 24m,354.0
1124. Medellin,4.9,49,1h 44m,2100.0
1125. Assault of the Killer Bimbos,4.7,49,1h 25m,695.0
1126. Tyrannosaurus Azteca,3.0,49,1h 26m,1100.0
1127. Baby Assassins: 2 Babies,6.3,49,1h 41m,1100.0
1128. The Fable,6.6,49,2h 3m,3100.0
1129. Hollywood Vice Squad,4.8,49,1h 41m,701.0
1130. The Final Race,5.1,49,1h 51m,2000.0
1131. All the Way Boys,6.6,49,1h 45m,7900.0
1132. The Abduction Club,6.6,49,1h 36m,1800.0
1133. Jasper,5.6,49,1h 15m,82.0
1134. The Unholy Rollers,5.4,49,1h 28m,810.0
1135. Double Take,5.4,49,1h 28m,8900.0
1136. Dhamaal,7.5,49,2h 16m,20000.0
1137. Pokémon: The Rise of Darkrai,6.4,49,1h 30m,4300.0
1138. Crossworlds,5.3,49,1h 31m,3300.0
1139. Mindhorn,6.3,49,1h 29m,14000.0
1140. The Paper Tigers,6.3,49,1h 48m,5500.0
1141. The Intergalactic Adventures of Max Cloud,4.7,49,1h 28m,5500.0
1142. A Fine Mess,4.7,49,1h 30m,1700.0
1143. Bad Kids of Crestview Academy,4.7,49,1h 40m,2400.0
1144. Moonshine County Express,5.8,49,1h 35m,525.0
1145. Angels' Brigade,2.3,49,1h 37m,2100.0
1146. Tashan,3.8,49,2h,6000.0
1147. Stories Not to Be Told,6.2,49,1h 40m,1600.0
1148. Eat My Dust,5.4,49,1h 29m,1100.0
1149. Pocket Listing,5.0,49,1h 32m,7200.0
1150. Baby Assassins: Nice Days,7.3,49,1h 43m,278.0
1151. Roller Blade,3.3,49,1h 28m,622.0
1152. Crime Busters,7.1,49,1h 38m,13000.0
1153. V.I. Warshawski,5.0,49,1h 29m,5600.0
1154. Tomcat Angels,2.8,49,1h 30m,158.0
1155. Lego Marvel Avengers: Code Red,5.5,49,46m,1200.0
1156. Why Me?,5.7,49,1h 27m,1500.0
1158. Curse of the Pink Panties,3.6,49,1h 18m,145.0
1159. Pokémon the Movie: I Choose You!,6.3,49,1h 38m,7800.0
1160. OSS 117: Lost in Rio,6.8,49,1h 41m,17000.0
1161. Student of the Year 2,2.2,49,2h 26m,23000.0
1162. The Prodigal Son,7.3,49,1h 40m,3600.0
1163. Ninja in the Dragon's Den,7.2,49,1h 35m,2100.0
1164. They Call Me Bruce,5.6,49,1h 27m,1900.0
1165. New Kids Nitro,6.0,49,1h 17m,11000.0
1166. How to Kill Monsters,6.1,49,1h 35m,146.0
1167. The Squeeze,4.8,49,1h 41m,1600.0
1168. Things Are Tough All Over,5.8,49,1h 30m,3800.0
1169. Compañeros,7.2,49,1h 55m,5200.0
1170. Six Hot Chicks in a Warehouse,3.0,49,1h 33m,870.0
1171. Bharat,4.7,49,2h 30m,33000.0
1172. The Fable: The Killer Who Doesn't Kill,6.8,49,2h 13m,2600.0
1173. Return of the Living Dead: Necropolis,3.3,49,1h 28m,5700.0
1174. Boiling Point,6.8,49,1h 36m,7800.0
1175. Eat the Rich,5.8,49,1h 30m,1700.0
1176. Good Girls Don't,4.2,49,1h 29m,170.0
1177. Robbing Mussolini,5.4,49,1h 30m,2800.0
1178. Disorganized Crime,6.2,49,1h 38m,2700.0
1179. Short Time,6.4,49,1h 37m,2800.0
1180. Dragon Ball: Curse of the Blood Rubies,6.7,49,50m,3900.0
1181. Initial D,6.3,49,1h 47m,10000.0
1182. Pokémon the Movie: Hoopa and the Clash of Ages,5.9,49,1h 19m,2300.0
1183. Little Big Soldier,6.8,49,1h 36m,16000.0
1184. Heart of Dragon,6.3,49,1h 31m,5500.0
1185. All Through the Night,7.1,49,1h 47m,5200.0
1186. We Still Die the Old Way,7.1,49,1h 34m,19.0
1188. The Seven Deadly Sins: Prisoners of the Sky,7.0,49,1h 39m,5800.0
1189. Superlopez,5.4,49,1h 48m,4400.0
1190. Chhota Bheem Master of Shaolin,7.0,49,1h 15m,447.0
1191. Search and Destroy,5.3,49,1h 30m,1400.0
1192. The Stuff,7.5,49,1h 21m,55.0
1193. Coolie No. 1,4.2,49,2h 14m,74000.0
1194. Driving Licence,7.2,49,2h 15m,4400.0
1195. Hot Summer in Barefoot County,3.6,49,1h 30m,242.0
1196. My Lucky Stars,6.3,49,1h 36m,6400.0
1197. Kill Buljo: The Movie,5.7,49,1h 33m,4300.0
1198. Okay Madam,6.7,49,1h 40m,1900.0
1199. Promare,7.0,49,1h 51m,5600.0
1200. Kuttey,5.4,49,1h 49m,11000.0
1201. Jigarthanda Double X,8.0,49,2h 52m,11000.0
1202. Go for It,7.1,49,1h 47m,12000.0
1203. Yakuza Apocalypse,5.5,49,1h 55m,4700.0
1204. High Risk,6.1,49,1h 41m,4800.0
1205. Who Killed Captain Alex?,7.8,49,1h 4m,11000.0
1206. Rescue Me,5.0,49,1h 39m,975.0
1207. Fat Pizza,5.6,49,1h 36m,3800.0
1208. An Action Hero,7.0,49,2h 10m,33000.0
1209. Assassin's Bullet,3.6,49,1h 29m,3600.0
1210. Mr. India,7.7,49,2h 59m,17000.0
1211. Rent-a-Cop,4.7,49,1h 36m,2200.0
1212. Shonan bakusozoku: Bomber Bikers of Shonan,6.6,49,1h 30m,57.0
1213. Officer Downe,4.2,49,1h 28m,2300.0
1214. Alien Country,4.4,49,1h 36m,353.0
1215. High Risk,5.6,49,1h 34m,1300.0
1216. The Invisible Boy: Second Generation,5.1,49,1h 40m,1000.0
1217. Hulchul,7.1,49,2h 29m,9900.0
1218. Flodder,6.6,49,1h 51m,8000.0
1219. It Came from the Desert,4.3,49,1h 30m,2000.0
1220. Spiritual Kung Fu,5.8,49,1h 39m,2600.0
1224. Troubleshooters,6.7,49,1h 50m,403.0
1225. Nekrotronic,5.6,49,1h 39m,4100.0
1226. The Doberman Gang,5.9,49,1h 27m,1200.0
1229. Evil Bong 777,3.7,49,59m,403.0
1230. Nun of That,4.8,49,1h 31m,517.0
1231. The Hyperions,5.2,49,1h 30m,2100.0
1232. Who Finds a Friend Finds a Treasure,7.1,49,1h 48m,13000.0
1233. Shehzada,4.5,49,2h 22m,32000.0
1234. Asphalt Burning,5.2,49,1h 41m,2900.0
1235. Detective Chinatown 2,6.1,49,2h 1m,3400.0
1236. Encounter of the Spooky Kind,7.0,49,1h 42m,3000.0
1237. Minuscule: Valley of the Lost Ants,7.1,49,1h 29m,9400.0
1238. Airbag,6.7,49,2h 4m,5200.0
1239. Loaded Guns,4.7,49,1h 36m,529.0
1240. Santa Jaws,4.0,49,1h 28m,1600.0
1241. America 3000,4.2,49,1h 32m,1600.0
1242. Asterix the Gaul,6.6,49,1h 8m,12000.0
1243. Future Cops,6.0,49,1h 35m,1600.0
1244. Jurassic Shark,1.5,49,1h 18m,5100.0
1245. Son of Sardaar,4.3,49,2h 21m,11000.0
1246. Next Day Air,5.7,49,1h 24m,11000.0
1247. Big City Greens the Movie: Spacecation,6.2,49,1h 23m,536.0
1248. A Chinese Ghost Story II,6.9,49,1h 44m,4200.0
1249. House Shark,3.6,49,1h 52m,2100.0
1250. ZG80,7.0,49,1h 30m,3300.0
1251. The Machine Girl,5.9,49,1h 36m,11000.0
1252. Once a Thief,6.7,49,1h 48m,7600.0
1253. The Liquidator,5.9,49,1h 45m,1400.0
1254. All the Queen's Men,4.8,49,1h 39m,2800.0
1255. Girls Guns and Blood,3.0,49,1h 15m,553.0
1256. The Odd Angry Shot,6.6,49,1h 32m,1400.0
1257. Stingray,5.5,49,1h 40m,369.0
1258. Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,6.8,49,1h 22m,1800.0
1259. Pork Pie,6.4,49,1h 45m,2500.0
1260. Forest Warrior,3.7,49,1h 33m,3000.0
"1261. Manta, Manta: Legacy",3.5,49,2h 7m,4200.0
1262. Rob-B-Hood,6.6,49,2h 16m,16000.0
1263. Wing Chun,6.9,49,1h 36m,3600.0
1264. Longshot,2.6,49,1h 33m,1200.0
1265. Millionaires' Express,6.9,49,1h 38m,2400.0
1266. Rangbaaz,4.5,49,2h 15m,519.0
1267. Pokémon the Movie: Volcanion and the Mechanical Marvel,5.9,49,1h 30m,1700.0
1268. The Black Tulip,6.6,49,1h 55m,3000.0
1269. The Malabar Tales,7.9,49,1h 55m,177.0
1270. I'm for the Hippopotamus,6.6,49,1h 32m,9800.0
1271. Jesus Christ Vampire Hunter,4.9,49,1h 25m,4700.0
1272. Dragon Ball Z: Broly - Second Coming,6.5,49,48m,6700.0
1273. Dharam Veer,6.7,49,2h 45m,966.0
1274. Fortress of Amerikkka,4.2,49,1h 40m,432.0
1275. Hannibal Brooks,6.6,49,1h 41m,1900.0
1276. It's Entertainment,4.6,49,2h 20m,10000.0
1277. The Bodyguard,5.7,49,1h 45m,1700.0
1278. Besharam,3.5,49,2h 23m,6200.0
1279. Bachchhan Paandey,5.0,49,2h 27m,37000.0
1280. Zeiram,6.4,49,1h 32m,988.0
1281. They Call Me Renegade,6.2,49,1h 32m,3400.0
1282. Zombie Spring Breakers,3.3,49,1h 39m,1200.0
1283. Odd Squad: The Movie,6.3,49,1h 7m,378.0
1284. One Piece: Baron Omatsuri and the Secret Island,7.2,49,1h 28m,3500.0
1285. Start-Up,6.5,49,1h 42m,1500.0
1286. Clone Cops,8.0,49,1h 36m,189.0
1287. One Piece: Episode of Alabasta - The Desert Princess and the Pirates,6.8,49,1h 30m,2400.0
1288. Triggered,4.8,49,1h 34m,8600.0
1289. Maaveeran,7.4,49,2h 43m,10000.0
1290. Angel of H.E.A.T.,4.0,49,1h 33m,533.0
1291. The Sheriff and the Satellite Kid,6.1,49,1h 33m,4400.0
1292. Carry on Columbus,3.4,49,1h 31m,2700.0
1293. Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,49,2h 9m,198.0
1294. The Legend of Fong Sai-Yuk 2,6.9,49,1h 35m,4800.0
1295. Hollywood Adventures,4.8,49,1h 54m,718.0
1296. Five Golden Dragons,4.9,49,1h 33m,586.0
1297. Phata Poster Nikhla Hero,4.9,49,2h 26m,5800.0
1298. Hitman,6.1,49,1h 44m,5700.0
1299. American Hero,5.0,49,1h 26m,4500.0
1300. Hitmen,6.8,49,1h 36m,91.0
1301. Deep Freeze,2.9,49,1h 23m,1000.0
1302. Chhota Bheem Krishna vs Zimbara,6.2,49,1h 4m,173.0
1304. Mr. Local,3.3,49,2h 35m,1500.0
1305. Operation Kid Brother,3.6,49,1h 44m,1600.0
1306. Ram Lakhan,6.7,49,2h 54m,3100.0
1307. Robowar,4.4,49,1h 32m,1500.0
1308. Return to the 36th Chamber,6.9,49,1h 39m,4400.0
1309. Road to Kabul,7.5,49,1h 52m,815.0
1310. The Desperate Chase,5.5,49,1h 50m,54.0
1311. Doraemon: Nobita Drifts in the Universe,6.6,49,1h 33m,364.0
1312. Spycies,5.5,49,1h 39m,1200.0
1314. Amar Akbar Anthony,7.4,49,3h 4m,8600.0
1315. From Beijing with Love,7.1,49,1h 24m,8300.0
1316. The Junkman,5.5,49,1h 36m,889.0
1317. Royal Tramp,7.1,49,1h 50m,4400.0
1318. The Necro Files,4.0,49,1h 12m,919.0
1319. New Jack Fury,6.2,49,1h 24m,5.0
1320. Alien vs. Ninja,4.4,49,1h 20m,2400.0
1321. Zombie Crush in Heyri,6.2,49,2h,28.0
1322. Malayalee from India,5.6,49,2h 40m,5000.0
1323. Pokémon: Jirachi - Wish Maker,5.7,49,1h 21m,4900.0
1324. Iceman,4.8,49,1h 44m,3900.0
1325. Bidurbhai,9.2,49,2h 28m,376.0
1326. Spy Intervention,3.9,49,1h 33m,2100.0
1327. Blackie the Pirate,5.2,49,1h 39m,2300.0
1328. Secret Santa,5.1,49,1h 29m,1300.0
1329. African Kung-Fu Nazis,4.0,49,1h 24m,520.0
"1330. 2025: Blood, White & Blue",2.2,49,2h 15m,246.0
1331. Gintama Live Action the Movie,6.1,49,2h 11m,2800.0
1332. The Man Called Flintstone,6.5,49,1h 29m,1900.0
1333. Tooken,3.7,49,1h 20m,1800.0
1334. Blood Shot,3.7,49,1h 36m,909.0
1335. Doraemon: Nobita and the Winged Braves,6.9,49,1h 35m,664.0
1336. Detention of the Dead,4.5,49,1h 27m,2900.0
1337. Fairy Tail: Dragon Cry,6.9,49,1h 25m,2700.0
1338. Doraemon: Nobita no Uchû Eiyûki,6.5,49,1h 40m,1000.0
1339. The FP,5.4,49,1h 22m,1900.0
1340. The Dude in Me,6.9,49,2h 2m,3200.0
1341. Jurassic City,3.1,49,1h 28m,2400.0
1342. All the Best: Fun Begins,6.2,49,2h 24m,7400.0
1345. American Strays,5.2,49,1h 37m,759.0
1346. Thieves of Fortune,4.5,49,1h 40m,186.0
1347. Julayi,7.3,49,2h 40m,7000.0
1348. Torrente 2: Misión en Marbella,6.4,49,1h 39m,8200.0
1349. Assassination Classroom: The Graduation,5.7,49,1h 58m,976.0
1350. Dhamaka,6.2,49,2h 24m,5500.0
1351. Simon Sez,2.7,49,1h 25m,7200.0
1352. Iceman: The Time Traveller,4.0,49,1h 44m,1100.0
1353. The Spy Who Never Dies,4.3,49,1h 39m,2100.0
1354. The Adventures of Bullwhip Griffin,6.4,49,1h 48m,1400.0
1355. Love on Delivery,6.9,49,1h 40m,4000.0
1356. Hitman: Agent Jun,6.4,49,1h 50m,2300.0
1357. Shin Jigen! Crayon Shin-chan the Movie,6.6,49,1h 33m,711.0
1358. The God of Cookery,7.2,49,1h 35m,10000.0
1359. Kuruvi,4.3,49,2h 30m,5200.0
1360. The Shaolin Temple,6.8,49,1h 40m,4900.0
1361. Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,6.6,49,1h 43m,581.0
1362. Don't Turn the Other Cheek!,5.8,49,1h 43m,690.0
1363. Eight Hundred Bullets,6.3,49,2h 4m,4900.0
1364. Dabangg 3,3.0,49,2h 40m,21000.0
1365. Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,6.5,49,1h 43m,463.0
1366. Rise of the Dinosaurs,2.4,49,1h 23m,1500.0
1367. Pro Wrestlers vs Zombies,3.1,49,1h 31m,684.0
1368. Made Men,5.9,49,1h 31m,1900.0
1369. Dead Shack,5.5,49,1h 25m,3000.0
1370. Doraemon: Nobita's Chronicle of the Moon Exploration,6.8,49,1h 51m,1400.0
1371. Jack Brooks: Monster Slayer,5.9,49,1h 25m,6800.0
1372. Gaddalakonda Ganesh,6.2,49,2h 10m,2400.0
1373. Redirected,6.4,49,1h 39m,35000.0
1374. Taoism Drunkard,6.1,49,1h 35m,410.0
1375. Easy Wheels,4.2,49,1h 34m,410.0
1376. Money Games,5.4,49,1h 40m,42.0
1377. Twice Upon a Time,6.9,49,1h 14m,1300.0
1378. Kiss the Girls and Make Them Die,6.0,49,1h 46m,448.0
1379. Undercover Grandpa,5.3,49,1h 34m,2500.0
1380. Superchick,3.9,49,1h 34m,663.0
1381. Infestation,5.8,49,1h 31m,10000.0
1382. Extremedays,5.6,49,1h 33m,1400.0
1383. Kammara Sambhavam,7.2,49,3h 2m,1500.0
1384. Pokémon: Zoroark: Master of Illusions,6.1,49,1h 36m,2500.0
1386. Pokémon the Movie: Kyurem vs. the Sword of Justice,5.5,49,1h 12m,1900.0
1387. The Man Who Wasn't There,3.8,49,1h 51m,724.0
1388. What's Cooking in Paris,6.7,49,1h 25m,7000.0
1389. Year of the Comet,5.8,49,1h 31m,1900.0
1391. Journey to Saturn,5.7,49,1h 30m,3300.0
1392. Strul,5.9,49,1h 41m,3000.0
1394. This Game's Called Murder,3.5,49,1h 46m,385.0
1395. The Super Cops,6.6,49,1h 30m,1200.0
1396. Moonrunners,5.9,49,1h 50m,414.0
1397. Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,6.7,49,1h 40m,737.0
1398. Dabangg,6.3,49,2h 6m,35000.0
1399. Love You to Debt,6.2,49,2h 15m,752.0
1400. Fuuto PI: Portrait of Kamen Rider Skull,7.6,49,1h 22m,31.0
1401. Sailor Moon S: The Movie - Hearts in Ice,7.6,49,1h,2400.0
1402. Pyaar Kiya To Darna Kya,6.6,49,2h 42m,6300.0
1403. Maniac Nurses find Ecstasy,2.8,49,1h 15m,1300.0
1404. Veeram,6.5,49,2h 41m,9200.0
1405. Turbo,5.9,49,2h 35m,3600.0
1406. Fantasy Football,5.9,49,1h 38m,702.0
1407. Siruthai,6.2,49,2h 40m,2000.0
1408. Arjun Patiala,4.4,49,1h 47m,1700.0
1409. Roblox the Movie 2: The Attack of J.U.L.I.E.N,7.2,49,1h 57m,44.0
1410. Mad Mission,6.6,49,1h 33m,1900.0
1411. Bade Miyan Chote Miyan,5.9,49,2h 20m,3700.0
1412. InuYasha the Movie 2: The Castle Beyond the Looking Glass,7.3,49,1h 39m,2400.0
1413. Dream Machine,5.0,49,1h 28m,967.0
1414. Playing with Dolls: Bloodlust,2.6,49,1h 21m,559.0
1415. White Sun of the Desert,7.7,49,1h 24m,8200.0
1416. Aagadu,5.3,49,2h 45m,4700.0
1417. Deck of Cards,9.2,49,45m,297.0
1418. Flatfoot in Egypt,6.1,49,1h 48m,3800.0
1419. Antigang: La Relève,5.4,49,1h 30m,871.0
1420. Naanum Rowdy Thaan,7.2,49,2h 19m,5400.0
1421. Legend of the Naga Pearls,5.5,49,1h 48m,1000.0
1422. Goodbye Pork Pie,6.8,49,1h 45m,1400.0
1423. Super Stooges vs the Wonder Women,4.5,49,1h 45m,398.0
1424. CobraGator,5.7,49,1h 30m,99.0
1425. Raja,5.1,49,2h 48m,1100.0
1426. Singh Is Bliing,5.0,49,2h 21m,9500.0
1427. C.B. Hustlers,3.3,49,1h 25m,370.0
1428. Hollow Point,5.7,49,1h 42m,2100.0
1429. The Last Man,5.2,49,1h 35m,623.0
1430. Golmaal: Fun Unlimited,7.5,49,2h 30m,20000.0
1431. Maari,6.4,49,2h 18m,5500.0
1432. Magic Crystal,6.2,49,1h 35m,922.0
1434. I Went Down,6.8,49,1h 47m,2300.0
1435. Pororo: Cyberspace Adventure,7.1,49,1h 30m,45.0
1436. Speedy,7.6,49,1h 25m,4500.0
1437. Apoorva Sagodharargal,8.3,49,2h 37m,4800.0
1438. Werner and the Wizard of Booze,6.7,49,1h 33m,6400.0
1439. The Legend of Baron To'a,6.4,49,1h 43m,426.0
1440. Crooks in Clover,7.7,49,1h 45m,6800.0
1441. Kalki,4.9,49,2h 21m,1000.0
1442. Kids from Shaolin,6.2,49,1h 39m,1800.0
1443. The North Avenue Irregulars,6.7,49,1h 40m,1400.0
1444. Prophecy,7.1,49,1h 50m,15.0
1445. Trouble Bound,5.5,49,1h 30m,1100.0
1446. Black Shampoo,4.7,49,1h 25m,1000.0
1447. The Blue Iguana,5.2,49,1h 30m,627.0
1448. HK: Forbidden Super Hero,5.8,49,1h 46m,2800.0
1449. Gintama: The Movie,7.6,49,1h 36m,2400.0
1450. Tu vida contra mi vida,6.8,49,1h 35m,6.0
1451. Crows Zero II,7.2,49,2h 13m,5600.0
1453. Queens on the Run,4.6,49,1h 36m,1000.0
1454. Whacked!,4.4,49,1h 31m,1100.0
1455. Circuitry Man,4.7,49,1h 33m,1100.0
1456. The Rescue,6.0,49,2h 19m,1100.0
1457. Tanks for Stalin,4.8,49,1h 35m,1200.0
1458. Crows Zero,7.0,49,2h 10m,9200.0
1459. Odds and Evens,7.1,49,1h 49m,11000.0
1460. Bang Boom Bang - Ein todsicheres Ding,7.5,49,1h 50m,11000.0
1462. Lo chiamavano Bulldozer,6.7,49,1h 55m,6300.0
1463. Sentinelle,5.1,49,1h 39m,1600.0
1464. Zoombies,3.4,49,1h 27m,3100.0
1465. Go Goa Gone,6.7,49,1h 51m,16000.0
1467. Super Wings the Movie: Maximum Speed,5.0,49,1h 29m,129.0
1468. Mark Antony,6.6,49,2h 30m,6100.0
1469. Daruvu,5.3,49,2h 39m,1000.0
1470. When Will You Marry?,5.5,49,1h 43m,50.0
1471. Sensei! Kuchisake-onna Desu!,5.0,49,1h 24m,14.0
1472. Eiga Doraemon: Shin Nobita no daimakyô,6.9,49,1h 49m,1400.0
1473. Yattâman,5.9,49,1h 51m,2100.0
1474. Collision Course,4.7,49,1h 40m,1800.0
1475. Friends,7.9,49,2h 47m,5600.0
1476. The Human Tornado,6.0,49,1h 36m,2100.0
1477. Seoul Vibe,5.5,49,2h 18m,2300.0
1478. Porinju Mariyam Jose,6.8,49,2h 28m,1500.0
1479. Kaavalan,7.0,49,2h 35m,8100.0
1480. Heroes of the East,7.5,49,1h 45m,2900.0
1481. Nenu Sailaja,6.9,49,2h 15m,2700.0
1482. Drive Hard,4.4,49,1h 32m,5000.0
1484. Pokémon the Movie: Destiny Deoxys,6.1,49,1h 38m,4700.0
1485. Long Live the King,6.0,49,1h 58m,379.0
1487. Bank Chor,6.0,49,2h,3300.0
1488. The Missing Lynx,5.2,49,1h 37m,1300.0
1489. Pokémon Ranger and the Temple of the Sea,5.9,49,1h 45m,3100.0
1490. Krishnarjuna Yudham,5.8,49,2h 36m,1700.0
1491. Devil's Den,4.7,49,1h 24m,1300.0
1492. Kiler,7.5,49,1h 44m,8300.0
1493. The Porno Killers,4.6,49,1h 22m,115.0
1494. The Fuller Brush Girl,6.6,49,1h 25m,1200.0
1495. Torrente 5,5.4,49,1h 45m,4700.0
1496. Sherina's Adventure 2,7.2,49,2h 6m,517.0
1497. Hitler,5.2,49,2h 8m,302.0
1498. Y'ur Height Only,5.6,49,1h 28m,1300.0
1499. Suhaag,6.5,49,2h 44m,1300.0
1500. Chhota Bheem in the Incan Adventure,6.9,49,1h 5m,120.0
1501. Big Nunu's Little Heist,4.1,49,1h 31m,300.0
1502. Los últimos románticos,6.1,49,1h 40m,72.0
1503. Xiong Shi Shao Nian 2,7.5,49,2h 14m,192.0
1504. Hot Potato,3.8,49,1h 27m,474.0
1505. Fantasy Mission Force,4.5,49,1h 30m,2100.0
1506. Supervan,3.9,49,1h 31m,400.0
1507. Badges of Fury,4.5,49,1h 38m,3200.0
1508. Velaiilla Pattadhari 2,5.4,49,2h 8m,3400.0
1509. 99 and 44/100% Dead!,5.5,49,1h 38m,871.0
1510. Dead Fish,5.2,49,1h 38m,3500.0
1511. Stung,5.1,49,1h 27m,5300.0
1512. An American Hippie in Israel,4.6,49,1h 33m,717.0
1513. Jensen & Jensen: Mission - Pacific Force,3.5,49,1h 30m,583.0
1514. Gintama the Movie: The Final Chapter - Be Forever Yorozuya,8.3,49,1h 50m,3300.0
1516. Bullets of Justice,4.5,49,1h 19m,1100.0
1517. Brother's Day,4.4,49,2h 45m,1000.0
1518. Golden Years,6.1,49,1h 36m,1400.0
1519. Sailor Moon R: The Movie: The Promise of the Rose,7.7,49,1h 1m,3000.0
1520. Lakadbaggha,6.1,49,2h 9m,1800.0
1521. Torrente 4: Lethal Crisis,5.4,49,1h 33m,5700.0
1522. Lady Reporter,6.0,49,1h 30m,680.0
1523. The Legend of Frenchie King,5.3,49,1h 34m,1400.0
1524. The New Legend of Shaolin,6.3,49,1h 35m,6300.0
1525. Kung Fu Dunk,4.8,49,1h 40m,3800.0
1526. The Twins Effect,5.5,49,1h 28m,5500.0
1527. Fight Back to School,7.1,49,1h 40m,5000.0
1528. The Master,5.7,49,1h 28m,3100.0
1529. Chhota Bheem and the Curse of Damyaan,6.6,49,1h 28m,528.0
1530. Angamaly Diaries,7.9,49,2h 12m,6900.0
1531. Mega Time Squad,5.8,49,1h 26m,1800.0
1532. Pakners,7.0,49,1h 57m,56.0
1533. The Invisible Fight,5.9,49,1h 55m,656.0
1534. Texas Lightning,4.1,49,1h 31m,263.0
1535. Prime Target,4.2,49,1h 26m,223.0
1536. Pagalpanti,3.3,49,2h 29m,3000.0
1537. Dragon Hunters,6.5,49,1h 20m,14000.0
1538. Ajooba,5.2,49,2h 58m,1500.0
1539. I Am a Hero,6.7,49,2h 6m,8200.0
1540. Japan,3.2,49,2h 36m,2300.0
1541. Gunmen,5.2,49,1h 34m,3900.0
1542. Dreadnaught,7.1,49,1h 35m,1200.0
1544. Tumko Na Bhool Paayenge,5.6,49,2h 40m,3500.0
1545. Spy Time,6.0,49,1h 33m,4500.0
1546. Ejen Ali: The Movie,7.9,49,1h 37m,1500.0
1547. Arabian Nights,6.1,49,1h 26m,1700.0
1548. Lost Treasure of Jesse James,3.4,49,1h 38m,313.0
1549. Sardaar Gabbar Singh,4.6,49,2h 44m,3000.0
1550. Guns for Hire,4.2,49,1h 23m,1200.0
1551. R.A.I.D. Special Unit,5.6,49,1h 45m,4700.0
1553. Land Shark,2.3,49,1h 20m,532.0
1554. Ready,4.9,49,2h 25m,21000.0
1555. Indrani: Epic-1 Dharam vs Karam,7.6,49,2h 37m,1100.0
1556. Laxmii,2.5,49,2h 21m,59000.0
1557. The Scent,5.8,49,1h 58m,609.0
1558. Who Is Cletis Tout?,6.3,49,1h 32m,5100.0
1559. Polis Evo 3,6.9,49,1h 53m,391.0
